Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-01-27,0:04,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,UNIT-2 CUNNINGHAM,37.866303,-122.255238,NA
2019-01-27,0:14,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/COLLEGE,37.865703,-122.253907,NA
2019-01-27,0:28,PEDESTRIAN STOP,SUSPECT STOP,UNDERHILL LOT,37.866947,-122.254817,NA
2019-01-27,0:57,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/BOWDITCH,37.869024,-122.256868,NA
2019-01-27,1:48,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/BOWDITCH,37.869024,-122.256868,NA
2019-01-27,2:04,LARCENY/THEFT,AUTO BURGLARY -REPORT,STRUCTURE A,37.875209,-122.261404,"(FW-50-E) REPORTS AUTO BURGALRY VIA 2 WINDOWS SMASHED TO HER DARK GRAY TOYOTA HIGHLANDER 2014, 8BLF355, STRUCTURE A. NO LOSS"
2019-01-27,7:50,OTHER ASSAULTS,BATTERY,SPROUL HALL,37.869647,-122.258803,NA
2019-01-27,9:52,VANDALISM,MALICIOUS MISCHIEF -REPORT,2200 BANCROFT WAY,37.867434,-122.265576,"VANDALISM VIA RED AND BLU SPRAY PAINT, 2200 BANCROFT WAY. FS NOTIFIED"
2019-01-27,11:52,VANDALISM,MALICIOUS MISCHIEF -REPORT,STRAWBERRY CREEK BRIDGE,37.870823,-122.257692,"VANDALISM VIA BLK SPRAY PAINT, SW/STRAWBERRY CREEK BRIDGE."
2019-01-27,11:51,DISORDERLY CONDUCT,INVADING PRIVACY BY LOOKING THRU HOLES OR OPENING,UNIT-1 CHENEY,37.868062,-122.255604,"(FA-18-S) VICTIM OF PRIVACY INVASION, UNIT-1 CHENEY."
2019-01-27,11:54,WELFARE CHECK,CHECK WELFARE- 911 CALL,191 CENTENNIAL DR,37.875213,-122.238799,NA
2019-01-27,12:46,WELFARE CHECK,CHECK WELFARE- 911 CALL,STEPHENS HALL,37.871265,-122.257591,NA
2019-01-27,14:42,PEDESTRIAN STOP,SUSPECT STOP,OX CENTER,37.870599,-122.26593,NA
2019-01-27,18:31,TRAFFIC STOP,TRAFFIC STOP,FULTON DURANT,37.866942,-122.265828,NA
2019-01-27,18:57,WELFARE CHECK,FEMALE CALLING FOR HELP,BIG C TRAIL,37.874596,-122.249616,NA
2019-01-27,19:28,LARCENY/THEFT,PETTY THEFT -REPORT,MEMORIAL STADIUM,37.871133,-122.25069,"(MH-32-E) REPORTS THEFT OF HIS BLACK HEADPHONES, MEMORIAL STADIUM. LOSS $199"
2019-01-27,20:50,SUSPICIOUS EVENT,SUSPICIOUS PERSON,DWINELLE HALL,37.870547,-122.260603,NA
2019-01-27,20:54,ALL OTHER OFFENSES,RULE VIOLATION,CLARK KERR CAMPUS,37.864256,-122.248801,NA
2019-01-27,21:28,PEDESTRIAN STOP,SUSPECT STOP,WEST CRESCENT,37.871785,-122.265027,NA
2019-01-27,21:36,ROBBERY,ROBBERY -IN PROGRESS,BOWLES HALL,37.873397,-122.253049,"(MW-18-S) VICTIM OF ROBBERY VIA BLACK SEMI-AUTOMATIC HAND GUN, BOWLES HALL BASKET BALL COURT. TAKE: 2 CELL PHONES 1 LAPTOP AND CASH. LOSS OF $1,440. SUSPECT: MB 20-30S 508 190 STOCKY BUILD, WITH A BEARD, BEANIE, AND BLACK CLOTHES"
2019-01-27,23:44,WELFARE CHECK,CHECK WELFARE- 911 CALL,BARROWS LANE/ESHLEMAN RD,37.870343,-122.258635,NA
