Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-02-21,0:08,SUSPICIOUS EVENT,SUSPICIOUS PERSON,MLK,37.869249,-122.25967,NA
2019-02-21,1:07,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-02-21,2:20,DISORDERLY CONDUCT,LODGING,MOFFITT LIBRARY,37.872794,-122.260716,NA
2019-02-21,9:21,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,SPROUL HALL,37.869647,-122.258803,NA
2019-02-21,9:32,WELFARE CHECK,WELFARE CHECK,HEARST GYM,37.869644,-122.256633,NA
2019-02-21,9:36,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,UNDERHILL LOT,37.866947,-122.254817,NA
2019-02-21,10:12,LARCENY/THEFT,PETTY THEFT -REPORT,SPROUL HALL,37.869647,-122.258803,NA
2019-02-21,10:38,SUSPICIOUS EVENT,SUSPICIOUS PERSON,LOWER SPROUL PLAZA,37.86918,-122.260222,NA
2019-02-21,11:25,SUSPICIOUS EVENT,SUSPICIOUS PERSON,UVA-116,37.885337,-122.301381,(FX-29-S) REPORTS SUSPICIOUS PERSON TRYING TO OPEN HER DOOR
2019-02-21,12:29,ALL OTHER OFFENSES,DISTURBING THE PEACE,KROEBER PLAZA,37.869899,-122.255095,NA
2019-02-21,12:31,LARCENY/THEFT,PETTY THEFT -REPORT,WEST CRESCENT,37.871785,-122.265027,NA
2019-02-21,12:30,LARCENY/THEFT,PETTY THEFT -REPORT,EVANS HALL,37.873688,-122.257853,"(MZ-19-S) REPORTS THE THEFT OF HIS UNKNOWN MAKE/MODEL BLACK ELECTRIC SCOOTER, S/W EVANS HALL. LOSS UNKNOWN. SUSPECT: MB, 30-40, GOATEE, BLACK BASEBALL CAP, BLACK SWEATSHIRT WITH WHITE STRINGS, LT BLUE JEANS, TENNIS SHOES. DOF: N/B FROM EVANS"
2019-02-21,13:03,VANDALISM,MALICIOUS MISCHIEF -REPORT,SPROUL HALL,37.869647,-122.258803,"(MW-46-E) REPORTS VANDALISM TO TABLE, 16 SPROUL HALL. LOSS OF $6000.00"
2019-02-21,13:07,TRAFFIC STOP,TRAFFIC STOP,OXFORD/BERKELEY,37.873367,-122.266196,NA
2019-02-21,14:58,WELFARE CHECK,WELFARE CHECK,2313 WARRING ST,37.868796,-122.250385,NA
2019-02-21,15:06,ALL OTHER OFFENSES,DISTURBING THE PEACE,BOALT HALL,37.869768,-122.253893,NA
2019-02-21,17:08,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,NORTH SPROUL LOT,37.87076,-122.261438,NA
2019-02-21,19:43,TRAFFIC STOP,TRAFFIC STOP,DURANT/ELLSWORTH,37.867229,-122.263207,NA
2019-02-21,19:48,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/BOWDITCH,37.869024,-122.256868,NA
2019-02-21,19:52,TRAFFIC STOP,TRAFFIC STOP,TANG CENTER,37.867705,-122.264292,NA
2019-02-21,19:56,SUSPICIOUS EVENT,SUSPICIOUS PERSON,MLK,37.869249,-122.25967,NA
2019-02-21,20:06,WELFARE CHECK,CHECK WELFARE- 911 CALL,CESAR CHAVEZ CENTER,37.869789,-122.260038,NA
2019-02-21,20:21,TRAFFIC STOP,TRAFFIC STOP,2600 DURANT AVE,37.867961,-122.256254,NA
2019-02-21,20:34,WELFARE CHECK,CHECK WELFARE- 911 CALL,LIFE SCIENCE ADDITION,37.871598,-122.26321,NA
2019-02-21,20:41,TRAFFIC STOP,TRAFFIC STOP,HASTE/ELLSWORTH,37.865464,-122.263181,NA
2019-02-21,21:03,TRAFFIC STOP,TRAFFIC STOP,TANG CENTER,37.867705,-122.264292,NA
2019-02-21,21:09,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/DANA,37.864846,-122.260724,NA
2019-02-21,21:12,TRAFFIC STOP,TRAFFIC STOP,MEADE/E MONTGOMERY,37.913588,-122.326287,NA
2019-02-21,22:44,TRAFFIC STOP,TRAFFIC STOP,BTWN VALLEY LSB AND DWINELLE,37.871368,-122.260859,NA
2019-02-21,23:38,TRAFFIC STOP,TRAFFIC STOP,CHANNING/DANA,37.866631,-122.26108,NA
2019-02-21,23:40,TRAFFIC STOP,TRAFFIC STOP,FRANK SCHLESSINGER WAY,37.870515,-122.263111,NA
2019-02-21,23:50,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/DANA,37.864846,-122.260724,NA
2019-02-21,23:47,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,MAXWELL FIELD,37.872324,-122.252564,NA
