Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-03-05,1:08,ALL OTHER OFFENSES,EXCLUSION FROM CAMPUS,ENERGY BIOSCIENCES INSTITUTE,37.874039,-122.266457,"(MW-56-O) ISSUED A 7 DAY STAY AWAY FROM ALL UC PROPERTY, EBI."
2019-03-05,1:15,ALL OTHER OFFENSES,DISTURBING PEACE-ENTERTAINMENT,UPPER SPROUL PLAZA,37.869556,-122.259337,NA
2019-03-05,3:53,ALL OTHER OFFENSES,RULE VIOLATION,SPROUL HALL,37.869647,-122.258803,NA
2019-03-05,6:53,ALL OTHER OFFENSES,DISTURBING THE PEACE,UCPD,37.869286,-122.258614,NA
2019-03-05,9:24,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,EPWORTH LOT,37.86738,-122.258195,NA
2019-03-05,9:32,DISORDERLY CONDUCT,LODGING,CKC-19,37.862904,-122.246,NA
2019-03-05,10:21,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,BARROWS LANE,37.870137,-122.258597,NA
2019-03-05,12:19,SUSPICIOUS EVENT,SUSPICIOUS PERSON,ASUC GARAGE,37.86946,-122.259685,NA
2019-03-05,15:13,ALL OTHER OFFENSES,UNLICENSED DRIVER,DURANT/DANA,37.867479,-122.261205,"(MW-16-O) GIVEN ADVICE ON DRIVING WITHOUT A LICENSE, PENDING FURTHER FOLLOW UP, DANA SOUTH OF DURANT."
2019-03-05,15:56,SUSPICIOUS EVENT,SUSPICIOUS PERSON,WHEELER HALL,37.871328,-122.259146,NA
2019-03-05,16:16,LARCENY/THEFT,AUTO BURGLARY -REPORT,2200 BANCROFT WAY,37.867434,-122.265576,"(FB-39-E) WAS A VICTIM OF AN AUTO-BURGLARY VIA WINDOW SMASH. LOSS: NONE, 2200 BANCROFT GARAGE. SUSPECTS: FIVE BLACK MALE SUSPECTS, APPROXIMATELY 16-19 YEARS OF AGE, RANGING FROM 5'06"" TO 5'-10"" TALL, WEARING BLACK/DARK HOODED SWEATSHIRTS, JEANS. SEVERAL OF THE SUSPECTS HAD BANDANAS OVER THEIR FACES."
2019-03-05,16:36,PEDESTRIAN STOP,SUSPECT STOP,UNIVERSITY/MILVIA,37.871804,-122.270728,NA
2019-03-05,17:25,LARCENY/THEFT,PETTY THEFT -REPORT,ASUC,37.869249,-122.25967,NA
2019-03-05,17:48,PEDESTRIAN STOP,SUSPECT STOP,2525 TELEGRAPH AVE,37.864618,-122.258233,NA
2019-03-05,17:49,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,BLACKBERRY CANYON GATE,37.875271,-122.253055,NA
2019-03-05,18:25,ALL OTHER OFFENSES,RULE VIOLATION,PEOPLES PARK,37.86582,-122.257058,NA
2019-03-05,19:17,WELFARE CHECK,CHECK WELFARE- 911 CALL,2120 OXFORD ST,37.87099,-122.266126,NA
2019-03-05,19:29,LARCENY/THEFT,GRAND THEFT -REPORT,CKC-22,37.864117,-122.246467,"(FW-18-O) REPORTS GRAND THEFT OF 2 BACKPACKS AND 1 TOTE BAG FROM HER VEHICLE, CKC-22 LOT. LOSS: $3530."
2019-03-05,19:57,SUSPICIOUS EVENT,SUSPICIOUS PERSON,WHEELER HALL,37.871328,-122.259146,NA
2019-03-05,20:33,ALL OTHER OFFENSES,RULE VIOLATION,LOWER SPROUL GARAGE,37.868756,-122.26053,NA
2019-03-05,20:47,FIRE,FIRE OF UNKNOWN TYPE,FOOTHILL COMPLEX,37.875337,-122.256034,"(FA-25-E) REPORTS SMELL OF SMOKE FROM HILLSIDE LAUNDRY, BFD RESPONDED, EXTINGUISHED SMALL FIRE AND SINGLE DRYER, FOOTHILL COMPLEX. FIRE MARSHALL RESPONDED."
2019-03-05,21:06,DISORDERLY CONDUCT,LODGING,AMAZON STORE,37.869246,-122.259407,NA
2019-03-05,22:56,LARCENY/THEFT,PETTY THEFT -REPORT,UNDERHILL LOT,37.866947,-122.254817,NA
