Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-03-12,2:03,ALL OTHER OFFENSES,DISTURBING PEACE-ENTERTAINMENT,UPPER SPROUL PLAZA,37.869556,-122.259337,NA
2019-03-12,9:04,WELFARE CHECK,CHECK WELFARE- 911 CALL,LBNL-50B,37.876672,-122.252552,NA
2019-03-12,9:19,ALL OTHER OFFENSES,RULE VIOLATION,HEARST FIELD ANNEX,37.869482,-122.258157,NA
2019-03-12,10:12,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,UCPD,37.869286,-122.258614,NA
2019-03-12,10:46,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,2515 CHANNING WAY,37.867034,-122.258188,NA
2019-03-12,11:47,WELFARE CHECK,WELFARE CHECK,BERKELEY WAY WEST,37.873481,-122.267913,NA
2019-03-12,13:14,PEDESTRIAN STOP,PEDESTRIAN STOP,BANCROFT BARROWS,37.868846,-122.258337,NA
2019-03-12,13:26,SUSPICIOUS EVENT,SUSPICIOUS,DWINELLE HALL,37.870547,-122.260603,NA
2019-03-12,13:57,ALL OTHER OFFENSES,MISD. HIT & RUN,OHLONE/JACKSON,37.885541,-122.30015,"(MB-40-O) VICTIM OF HIT AND RUN, JACKSON AND OHLONE."
2019-03-12,14:09,VANDALISM,MALICIOUS MISCHIEF -REPORT,2515 CHANNING WAY,37.867034,-122.258188,"VANDALISM VIA BLACK MARKER TO REAR OF BUILDING, 2515 CHANNING WAY."
2019-03-12,14:16,DRUG VIOLATIONS,POSS OF PARAPHERNALIA,PEOPLES PARK,37.86582,-122.257058,"HOLSING, HANS (MW-55-O) CITED AND RELEASED FOR UCPD MISD WARRANT - SUPPLEMENT TO CASE 18-01154, PEOPLES PARK."
2019-03-12,14:23,ALL OTHER OFFENSES,RULE VIOLATION,MAX MARTINEZ,37.866781,-122.257606,NA
2019-03-12,14:26,WELFARE CHECK,WELFARE CHECK,BOALT HALL,37.869768,-122.253893,NA
2019-03-12,15:13,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-03-12,16:11,LARCENY/THEFT,GRAND THEFT -REPORT,LOWER SPROUL PLAZA,37.86918,-122.260222,"(MO-24-S) REPORTS THE THEFT OF BACKPACK AND CONTENTS INCLUDING MACBOOK 13 INCH, SAMSUNG GALAXY 7, AND THREE LIBRARY BOOKS, LOWER SPROUL PLAZA. LOSS: $2200."
2019-03-12,17:05,TRAFFIC STOP,TRAFFIC STOP,CHOU AND PEARL MUTTER,37.877198,-122.253305,NA
2019-03-12,17:12,TRAFFIC STOP,TRAFFIC STOP,CHOU AND PEARL MUTTER,37.877198,-122.253305,NA
2019-03-12,17:24,TRAFFIC STOP,TRAFFIC STOP,CHOU,37.872333,-122.254499,NA
2019-03-12,17:38,TRAFFIC STOP,TRAFFIC STOP,BAN W COLL,37.869305,122.255116,NA
2019-03-12,19:16,SUSPICIOUS EVENT,SUSPICIOUS PERSON,BERKELEY WAY WEST,37.873481,-122.267913,NA
2019-03-12,20:43,TRAFFIC STOP,TRAFFIC STOP,BERKELEY WAY WEST,37.873481,-122.267913,NA
2019-03-12,21:29,TRAFFIC STOP,TRAFFIC STOP,BANC/DANA,37.868553,-122.261796,NA
2019-03-12,21:40,WELFARE CHECK,CHECK WELFARE- 911 CALL,STRUCTURE C,37.866273,-122.262164,NA
