Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-02-28,0:25,TRAFFIC STOP,TRAFFIC STOP,HASTE/COLLEGE,37.86676,-122.254162,NA
2019-02-28,0:41,BURGLARY,BURGLARY -REPORT,RICHMOND FIELD STATION,37.917272,-122.329831,"(MH-38-O) REPORTS THEFT OF 1000 POUNDS OF COILED COPPER WIRE, RICHMOND FIELD STATION, LOSS OF $4000"
2019-02-28,1:32,TRAFFIC STOP,TRAFFIC STOP,DURANT BY GYPSY`S,37.868059,-122.258123,NA
2019-02-28,3:10,ALL OTHER OFFENSES,DISTURBING PEACE -FAMILY,485 OHLONE AVE,37.884975,-122.304332,NA
2019-02-28,5:29,HEALTH AND SAFETY CODE VIOLATOIN,HEALTH AND SAFETY CODE,UC BERKELEY EXTENSION,37.872093,-122.271268,NA
2019-02-28,7:24,VANDALISM,TAMPERING WITH VEHICLE-REPORT,MOFFITT LIBRARY,37.872794,-122.260716,"(MW-54-E) TAMPERING OF A UC WHITE COSHMAN GOLF CART, N/S MOFFITT LIBRARY"
2019-02-28,7:53,TRAFFIC STOP,TRAFFIC STOP,2456 BANCROFT WAY,37.868342,-122.260176,NA
2019-02-28,8:37,TRAFFIC STOP,TRAFFIC STOP,DERBY/BELROSE,37.862567,-122.245959,NA
2019-02-28,9:46,DISORDERLY CONDUCT,LODGING,LOWER SPROUL GARAGE,37.868756,-122.26053,NA
2019-02-28,9:58,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE -REPORT,UCPD,37.869286,-122.258614,"SUSPICIOUS CIRCUMSTANCE REGARDING HOTEL BOOKINGS, UCPD"
2019-02-28,10:39,LARCENY/THEFT,PETTY THEFT -REPORT,CAMPBELL HALL,37.87315,-122.257109,"(FW-66-E) REPORTS THEFT VIA FRAUDLENT EMAIL REGARDING I TUNES GIFT CARDS, CAMPBELL HALL, LOSS $500 ITUNES GIFTCARD"
2019-02-28,10:48,DISORDERLY CONDUCT,LODGING,UVA BASEBALL FIELD,37.88348,-122.298512,NA
2019-02-28,11:09,LARCENY/THEFT,PETTY THEFT -REPORT,MLK,37.869249,-122.25967,NA
2019-02-28,11:38,ALL OTHER OFFENSES,RULE VIOLATION,UCPD,37.869286,-122.258614,NA
2019-02-28,13:00,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,EAST ASIAN LIBRARY,37.873652,-122.259727,NA
2019-02-28,13:59,DISORDERLY CONDUCT,PROWLING/PRIV PROP,UNIT-3 SPENS/BLACK,37.867506,-122.259992,"WILLIAMS, EDWARD (MB-40-O) ARRESTED FOR PROWLING, TRESPASSING AND EXCLUDED FROM CAMPUS FOR 7 DAYS, UNIT 3-SPENSBLACK. TO BPD JAIL."
2019-02-28,15:05,SUSPICIOUS EVENT,SUSPICIOUS PERSON,I HOUSE,37.86958,-122.251803,NA
2019-02-28,15:21,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE -REPORT,PEOPLES PARK,37.86582,-122.257058,NA
2019-02-28,16:00,ROBBERY,ROBBERY - ATTEMPT,UPPER SPROUL PLAZA,37.869556,-122.259337,"DOHERTY, COLIN J (MW-29-O) ARRESTED FOR STRONG ARM ROBBERY ATTEMPT, UPPER SPROUL PLAZA. TO BPD JAIL."
2019-02-28,16:37,ALL OTHER OFFENSES,DISTURBING THE PEACE,BEARS LAIR,37.868748,-122.260466,NA
2019-02-28,18:23,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,UPPER SPROUL PLAZA,37.869556,-122.259337,NA
2019-02-28,20:22,TRAFFIC STOP,TRAFFIC STOP,BERKELEY WAY WEST,37.873481,-122.267913,NA
2019-02-28,20:22,PEDESTRIAN STOP,PEDESTRIAN STOP,UNIVERSITY VILLAGE ALBANY,37.88548,-122.301123,NA
2019-02-28,21:34,TRAFFIC STOP,TRAFFIC STOP,CHANNING/ELLSWORTH,37.866334,37.866334,NA
2019-02-28,21:52,TRAFFIC STOP,TRAFFIC STOP,CHANNING IFO M MART,37.866692,-122.265413,NA
2019-02-28,22:15,TRAFFIC STOP,TRAFFIC STOP,DURANT/SHATTUCK,37.866494,-122.267762,NA
2019-02-28,22:19,TRAFFIC STOP,TRAFFIC STOP,DURANT/SHATTUCK,37.866494,-122.267762,NA
2019-02-28,22:21,TRAFFIC STOP,TRAFFIC STOP,CHANNING/DANA,37.866631,-122.26108,NA
2019-02-28,23:25,WELFARE CHECK,WELFARE CHECK,UNIT-2 CUNNINGHAM,37.866303,-122.255238,NA
