Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-02-08,20:06,TRAFFIC STOP,TRAFFIC STOP,TELE DURANT,37.867804,-122.25872,NA
2019-02-08,20:23,TRAFFIC STOP,TRAFFIC STOP,HASTE BOWDITCH,37.866327,-122.256339,NA
2019-02-08,20:24,TRAFFIC STOP,TRAFFIC STOP,2500 CHANNING,37.866918,-122.258783,NA
2019-02-08,20:25,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,BARROW LANE,37.869749,-122.258513,NA
2019-02-08,20:48,TRAFFIC STOP,TRAFFIC STOP,2500 BLK DURANT,37.867633,-122.258649,NA
2019-02-08,20:50,TRAFFIC STOP,TRAFFIC STOP,CHANNING DANA,37.866631,-122.26108,NA
2019-02-08,21:10,TRAFFIC STOP,TRAFFIC STOP,DURANT COLLEGE,37.86834,-122.254451,NA
2019-02-08,21:14,ALL OTHER OFFENSES,WARRANT ARREST,STRUCTURE C,37.866273,-122.262164,"OCCURRED: 02/08/19 2114 HOURS GERLACH, JENNIFER (FW-45-O) ARRESTED FOR ONE SANTA MONICA PD MISDEMEANOR WARRANT, ELLSWORTH STRUCTURE. CITED AND RELEASED AT THE SCENE."
2019-02-08,21:23,TRAFFIC STOP,TRAFFIC STOP,UNI MLK,37.871584,-122.273037,NA
2019-02-08,21:24,LARCENY/THEFT,PETTY THEFT -REPORT,MOFFITT LIBRARY,37.872794,-122.260716,"OCCURRED: 02/08/19 2102-2105 HOURS (MW-41-O) REPORTS THE THEFT OF HIS BLK APPLE I PHONE 8, 501 MOFFITT LIBRARY. LOSS OF $600.00. SUSPECT: MA, 20, 508, GRY HOODY UNDER DARK JACKET, MED BUILD"
2019-02-08,22:00,TRAFFIC STOP,TRAFFIC STOP,BOWDITCH CHANNING,37.867231,-122.256486,NA
2019-02-08,22:24,TRAFFIC STOP,TRAFFIC STOP,BANCROFT IFO BOALT,37.869768,-122.253893,NA
2019-02-08,22:24,TRAFFIC STOP,TRAFFIC STOP,BANCROFT IFO BLACKWELL,37.867763,-122.260878,NA
2019-02-08,22:26,TRAFFIC STOP,TRAFFIC STOP,BANCROFT IFO DANA,37.868553,-122.261796,NA
2019-02-08,22:37,TRAFFIC STOP,TRAFFIC STOP,DURANT TELEGRAPH,37.867806,-122.258712,NA
2019-02-08,23:28,DISORDERLY CONDUCT,LODGING,UNIVERSITY HALL,37.87216,-122.266441,NA
2019-02-08,23:35,ALL OTHER OFFENSES,EXCLUSION FROM CAMPUS,LOWER SPROUL GARAGE,37.868756,-122.26053,"OCCURRED: 02/09/19 2335 HOURS (MB-38-O) EXCLUDED FROM CAMPUS FOR 7 DAYS, LOWER SPROUL GARAGE."
