Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-02-08,0:01,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-02-08,0:25,PEDESTRIAN STOP,SUSPECT STOP,OXFORD HEARST,37.87414,-122.266288,NA
2019-02-08,2:46,TRAFFIC STOP,TRAFFIC STOP,CHANN UNIT 3,37.866724,-122.260261,NA
2019-02-08,5:13,PEDESTRIAN STOP,SUSPECT STOP,REC SPRT FAC GARAGE,37.868572,-122.262722,NA
2019-02-08,7:48,TRAFFIC STOP,TRAFFIC STOP,COLL S DUR,37.86834,-122.254451,NA
2019-02-08,7:57,ALL OTHER OFFENSES,WARRANT ARREST,REC SPRT FAC GARAGE,37.868572,-122.262722,"OCCD 2/8/2019 0814 ANGHILANTE, PAUL (MW-50-O) ARRESTED ON A BPD MISDEMEANOR WARRANT, RSF GARAGE TO BPD JAIL."
2019-02-08,8:39,OUTSIDE ASSIST,OUTSIDE ASSIST-MISCELLANEOUS,TANG CENTER,37.867705,-122.264292,"SUSPECTED VIOLENT INJURY REPORT, TANG CENTER."
2019-02-08,9:00,TRAFFIC STOP,TRAFFIC STOP,OPTOMETRY WAY,37.870860,-122.255385,NA
2019-02-08,9:37,TRAFFIC STOP,TRAFFIC STOP,OPT WAY,37.870860,-122.255385,NA
2019-02-08,9:51,TRAFFIC STOP,TRAFFIC STOP,OX N HEARST,37.87414,-122.266288,NA
2019-02-08,10:07,TRAFFIC STOP,TRAFFIC STOP,ASUC GARAGE,37.86946,-122.259685,NA
2019-02-08,10:30,SUSPICIOUS EVENT,SUSPICIOUS PERSON,GPB GARAGE,37.873486,-122.264683,NA
2019-02-08,10:35,ALL OTHER OFFENSES,DISTURBING THE PEACE,DOE LIBRARY,37.872195,-122.25959,"OCCD 2/8/2019 1035 (MH-37-E) REPORTS SUBJECT CAUSING A DISTURBANCE, DOE LIBRARY.  NO PROSECUTION SOUGHT."
2019-02-08,10:48,TRAFFIC STOP,TRAFFIC STOP,DUR IFO TANG,37.867705,-122.264292,NA
2019-02-08,11:27,ALL OTHER OFFENSES,DISTURBING THE PEACE,DWINELLE HALL,37.870547,-122.260603,NA
2019-02-08,12:45,OUTSIDE ASSIST,OUTSIDE ASSIST - BPD,MLK JR WAY,37.868556,-122.272657,NA
2019-02-08,12:44,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,UPPER SPROUL PLAZA,37.869556,-122.259337,NA
2019-02-08,13:24,SUSPICIOUS EVENT,SUSPICIOUS PERSON,UCPD,37.869286,-122.258614,"OCCD 1/28/2019-1/29/2019 (FB-46-E) REPORTS SUSPICIOUS POSTCARDS, 1 SPROUL HALL."
2019-02-08,13:40,LARCENY/THEFT,PETTY THEFT -REPORT,MLK,37.869249,-122.25967,"OCCD 2/6/2019 1500-1505 (FA-19-S) REPORTS THEFT OF WALLET, MLK.  LOSS $1."
2019-02-08,15:03,ALL OTHER OFFENSES,RULE VIOLATION,ANNA HEAD,37.866336,-122.257558,NA
2019-02-08,16:05,SUSPICIOUS EVENT,SUSPICIOUS PERSON,REC SPRT FAC GARAGE,37.868572,-122.262722,NA
2019-02-08,18:37,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,LOWER SPROUL GARAGE,37.868756,-122.26053,NA
2019-02-08,18:45,SUSPICIOUS EVENT,SUSPICIOUS PERSON - REPORT,BLACKWELL HALL,37.867763,-122.260878,NA
2019-02-08,19:20,SUSPICIOUS EVENT,SUSPICIOUS PERSON,ENERGY BIOSCIENCES INSTITUTE,37.874039,-122.266457,NA
2019-02-08,19:47,TRAFFIC STOP,TRAFFIC STOP,DURANT E FULTON,37.866942,-122.265828,NA
