Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-01-18,0:40,TRAFFIC STOP,TRAFFIC STOP,DURANT/TELEGRAPH,37.867806,-122.258712,NA
2019-01-18,0:58,TRAFFIC STOP,TRAFFIC STOP,HASTE/SHATTUCK,37.86491,-122.267399,NA
2019-01-18,6:36,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE - REPORT,MEMORIAL STADIUM,37.871133,-122.25069,NA
2019-01-18,7:18,DISORDERLY CONDUCT,LODGING,2614 DWIGHT WAY,37.865345,-122.255598,NA
2019-01-18,7:23,TRAFFIC STOP,TRAFFIC STOP,DURANT/ELLSWORTH,37.867229,-122.263207,NA
2019-01-18,7:29,PEDESTRIAN STOP,SUSPECT STOP,2614 DWIGHT WAY,37.865345,-122.255598,NA
2019-01-18,7:56,PEDESTRIAN STOP,SUSPECT STOP,ANNA HEAD ALUMNAE HALL,37.866336,-122.257558,NA
2019-01-18,8:01,PEDESTRIAN STOP,SUSPECT STOP,ANNA HEAD ALUMNAE HALL,37.866336,-122.257558,NA
2019-01-18,8:45,TRAFFIC STOP,TRAFFIC STOP,VIRGINIA/OXFORD,37.876456,-122.266684,NA
2019-01-18,9:27,DISORDERLY CONDUCT,LODGING,MANVILLE APTS,37.865813,-122.266826,NA
2019-01-18,10:06,WELFARE CHECK,CHECK WELFARE- 911 CALL,LI KA SHING,37.873201,-122.265172,NA
2019-01-18,10:13,WELFARE CHECK,CHECK WELFARE- 911 CALL,HAZ MAT FACILITY,37.870259,-122.263965,NA
2019-01-18,10:27,PEDESTRIAN STOP,SUSPECT STOP,2501 TELEGRAPH AVE,37.865081,-122.258168,NA
2019-01-18,10:27,FORGERY AND COUNTERFEITING,FRAUDULENT USE OF CREDIT CARD,SPROUL HALL,37.869647,-122.258803,NA
2019-01-18,10:50,WELFARE CHECK,CHECK WELFARE- 911 CALL,DURANT HALL,37.871268,-122.260095,NA
2019-01-18,10:48,ALL OTHER OFFENSES,RULE VIOLATION,REC SPRT FAC,37.868572,-122.262722,"(MB-47-O) CONTACTED FOR CAUSING A DISTURBANCE, RSF. "
2019-01-18,10:55,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE - REPORT,BLACKBERY CANYON GATE,37.875271,-122.253055,NA
2019-01-18,12:11,LARCENY/THEFT,PETTY THEFT -REPORT,DOE LIBRARY,37.872195,-122.25959,"(FX-23-S) REPORTS THEFT OF SILVER IPHONE 7, DOE LIBRARY. LOSS $690 "
2019-01-18,12:38,PEDESTRIAN STOP,PEDESTRIAN STOP,GAYLEY ROAD,37.873525,-122.255081,NA
2019-01-18,13:23,WELFARE CHECK,CHECK WELFARE- 911 CALL,HAZ MAT FACILITY,37.870259,-122.263965,NA
2019-01-18,13:34,ALL OTHER OFFENSES,DISTURBING THE PEACE,SIBLEY AUDITORIUM,37.874036,-122.258367,NA
2019-01-18,13:44,ALL OTHER OFFENSES,DISTURBING THE PEACE,UC BERKELEY EXTENSION,37.872093,-122.271268,NA
2019-01-18,14:26,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,CKC-19,37.862904,-122.246,NA
2019-01-18,15:55,LARCENY/THEFT,PETTY THEFT -BIKE REPORT,UNIT-2,37.86623,-122.25484,"(MW-18-S) REPORTS THE THEFT OF HIS BLK/BLU MENS 16 SPEED GIANT ROADBIKE, UNIT 2. LOSS $560. "
2019-01-18,16:17,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,WEST CRESCENT,37.871785,-122.265027,NA
2019-01-18,18:06,TRAFFIC STOP,TRAFFIC STOP,STADIUM RIM/GAYLEY,37.872586,-122.253731,NA
2019-01-18,18:12,TRAFFIC STOP,TRAFFIC STOP,LOWER SPROUL PLAZA,37.86918,-122.260222,NA
2019-01-18,18:17,WELFARE CHECK,CHECK WELFARE- 911 CALL,UNIT-3,37.867138,-122.260331,NA
2019-01-18,19:34,PEDESTRIAN STOP,SUSPECT STOP,LOWER SPROUL GARAGE,37.868756,-122.26053,NA
2019-01-18,20:09,TRAFFIC STOP,TRAFFIC STOP,DURANT/ELLSWORTH,37.867229,-122.263207,NA
2019-01-18,20:21,TRAFFIC STOP,TRAFFIC STOP,1070 JACKSON ST,37.884408,-122.300168,NA
2019-01-18,20:28,TRAFFIC STOP,TRAFFIC STOP,2400 BLK CHANNING,37.866792,-122.258978,NA
2019-01-18,21:41,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,605 OHLONE AVE,37.885254,-122.302681,NA
2019-01-18,21:57,WELFARE CHECK,CHECK WELFARE- 911 CALL,DWINELLE HALL,37.870547,-122.260603,NA
2019-01-18,22:12,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-01-18,22:14,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-01-18,22:15,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-01-18,22:58,PEDESTRIAN STOP,SUSPECT STOP,REC SPRT FAC GARAGE,37.868572,-122.262722,NA
2019-01-18,23:50,TRAFFIC STOP,TRAFFIC STOP,DURANT/TELEGRAPH,37.867806,-122.258712,NA
