Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-03-07,0:05,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/TELEGRAPH,37.868706,-122.259184,NA
2019-03-07,0:10,VANDALISM,MALICIOUS MISCHIEF -REPORT,ANNA HEAD ALUMNAE HALL,37.866336,-122.257558,"VANDALISM VIA BLK, BLUE, WHIT SPRAYPAINT, ANNA HEAD."
2019-03-07,0:29,TRAFFIC STOP,TRAFFIC STOP,DURANT/BOWDITCH,37.87158,-122.256707,NA
2019-03-07,0:33,TRAFFIC STOP,TRAFFIC STOP,KITTREDGE/OXFORD,37.868877,-122.266302,NA
2019-03-07,0:55,TRAFFIC STOP,TRAFFIC STOP,DURANT/TELEGRAPH,37.867806,-122.258712,NA
2019-03-07,1:10,TRAFFIC STOP,TRAFFIC STOP,DURANT/BOWDITCH,37.87158,-122.256707,NA
2019-03-07,1:14,PEDESTRIAN STOP,SUSPECT STOP,LOWER SPROUL PLAZA,37.86918,-122.260222,NA
2019-03-07,1:22,PEDESTRIAN STOP,SUSPECT STOP,ASUC,37.869249,-122.25967,NA
2019-03-07,4:04,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-03-07,6:55,ALL OTHER OFFENSES,DISTURBING THE PEACE,REC SPRT FAC,37.868572,-122.262722,"(FW-63-E) REPORTS A DISTURBANCE, RSF. SUSPECT: (MW-55-O)"
2019-03-07,8:15,FORGERY AND COUNTERFEITING,FRAUDULENT USE OF CREDIT CARD,2610 CHANNING WAY,37.867359,-122.255676,"(FA-41-E) REPORTS FRAUDULENT USE TO HER UC BLU CARD, 2610 CHANNING WAY. NO LOSS"
2019-03-07,8:29,ALL OTHER OFFENSES,RULE VIOLATION,UPPER SPROUL PLAZA,37.869556,-122.259337,NA
2019-03-07,8:34,TRAFFIC STOP,TRAFFIC STOP,IFO UNIT 3 CHANNING,37.866724,-122.260261,NA
2019-03-07,8:37,FORGERY AND COUNTERFEITING,FRAUDULENT USE OF CREDIT CARD,MCCONE HALL,37.874218,-122.259586,"(MW-39-E) REPORTS FRAUDULENT USE TO HIS UC BLU CARD, MCCONE HALL. LOSS OF $147.83."
2019-03-07,9:52,MUTUAL AID SERVICE,CIVIL DISTURBANCE MUTUAL AID STANDBY,HAAS BUSINESS SCHOOL,37.871571,-122.253767,NA
2019-03-07,11:21,MUTUAL AID SERVICE,CIVIL DISTURBANCE MUTUAL AID STANDBY,SPROUL HALL,37.869647,-122.258803,NA
2019-03-07,11:50,BURGLARY,BURGLARY -REPORT,TANG CENTER,37.867705,-122.264292,"(FA-63-E) REPORTS BURGLARY, 2100 TANG CENTER. TAKEN: BLACK WINTER COAT, LOSS OF $140.00. SUSPECT: FW, 40, BROWN HAIR PULLED INTO A BUN, GREEN JACKET WITH BLACK SLEEVES WITH GRAY HOODY SWEATER UNDERNEATH, GRAY STRETCHED LEGGINGS, PINK SOCKS. DOF: E/B DURANT"
2019-03-07,11:54,LARCENY/THEFT,PETTY THEFT -REPORT,ASUC,37.869249,-122.25967,"(MO-19-S) REPORTS THE THEFT OF HIS HEADPHONES, ASUC. LOSS OF $30.00."
2019-03-07,12:08,DEMONSTRATION,DEMONSTRATION STANDBY,UNIVERSITY HALL,37.87216,-122.266441,NA
2019-03-07,12:59,ALL OTHER OFFENSES,RULE VIOLATION,LOWER SPROUL PLAZA,37.86918,-122.260222,NA
2019-03-07,13:44,TRAFFIC,ACCIDENT / NO INJURIES,BANCROFT/TELEGRAPH,37.868706,-122.259184,NA
2019-03-07,15:05,ALL OTHER OFFENSES,MISD. HIT & RUN -REPORT,CKC-25,37.865051,-122.24714,NA
2019-03-07,15:41,LARCENY/THEFT,PETTY THEFT -BIKE REPORT,UVA-111,37.885615,-122.303058,NA
2019-03-07,16:11,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-03-07,17:31,PEDESTRIAN STOP,SUSPECT STOP,BANWAY LOT,37.867904,-122.266867,NA
2019-03-07,17:35,WELFARE CHECK,WELFARE CHECK,UNIT-1 PUTNAM,37.867617,-122.254627,NA
2019-03-07,18:00,DRUG VIOLATIONS,POSSESSION OF NARCOTICS,CESAR CHAVEZ CENTER,37.869789,-122.260038,"RAINEY, ANTHONY (MB-43-O) ARRESTED FOR POSSESSION OF NARCOTICS, POSSESSION OF PARAPHERNALIA, POSSESSION OF BURGLARY TOOLS, VIOLATION OF A COURT ORDER, AND PROBATION VIOLATION, CESAR CHAVEZ TO BPD JAIL."
2019-03-07,19:28,SUSPICIOUS EVENT,SUSPICIOUS PERSON,605 OHLONE AVE,37.885254,-122.302681,NA
2019-03-07,19:32,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/HILLEGAS,37.865358,-122.256517,NA
2019-03-07,19:49,LARCENY/THEFT,GRAND THEFT -REPORT,1070 JACKSON ST,37.884408,-122.300168,"(MH-35-O) REPORTS THE THEFT OF TWO WATCHES, 1070 JACKSON ST. LOSS: $3850."
2019-03-07,19:58,TRAFFIC STOP,TRAFFIC STOP,DURANT/BOWDITCH,37.87158,-122.256707,NA
2019-03-07,21:43,ALL OTHER OFFENSES,TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT,DOE LIBRARY,37.87158,-122.256707,NA
2019-03-07,23:22,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/PROSPECT,37.866004,-122.249576,NA
2019-03-07,23:45,TRAFFIC STOP,TRAFFIC STOP,DURANT/TELEGRAPH,37.867806,-122.258712,NA
2019-03-07,23:51,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,DWINELLE HALL,37.870547,-122.260603,NA
